3	 　中国・宝鋼集団が新日本製鉄と資本・業務両面の連携に動くことで、世界鉄鋼再編の新たな核がアジアで生まれる		鉄鋼世界２位の新日本製鉄と３位の韓国ポスコは２０日、株式持ち合いを含む提携拡大を正式発表した
2	 　中国・宝鋼集団が新日本製鉄と資本・業務両面の連携に動くことで、世界鉄鋼再編の新たな核がアジアで生まれる		新日本製鉄と神戸製鋼所、住友金属工業は１９日、３社間の株式持ち合いを拡大すると発表した
2	 　ＴＢＳと楽天が資本・業務提携交渉を始めることで合意してから三十日で一年が経過する		楽天は１９日、ＴＢＳ株を２０％超まで買い増しし連結決算の対象にすると発表した
0	 　石油元売り中堅の太陽石油は四国事業所（愛媛県今治市）に五百億円を投じて重質油分解装置を新設する		化学・合成繊維大手６社の１１年４〜１２月期連結決算が７日、出そろった
0	 　政府税制調査会（首相の諮問機関）の二〇〇七年度税制改正の答申案が二十九日、明らかになった		政府は、東日本大震災の復興財源を確保するため法人税に上乗せしている「復興特別法人税」を来年度から廃止する方針を固めた
0	 　積極的な設備投資を背景に製紙大手四社の連結純現金収支（フリーキャッシュフロー）が大幅に悪化する		証券会社や銀行で、来年１月から始まる「少額投資非課税制度」（ＮＩＳＡ＝ニーサ）の口座獲得競争が熱を帯びている
1	 　情報システム構築のモジュレは二十九日、二〇〇六年十一月中間期の単独経常利益が前年同期比三一％減の二千万円になりそうだと発表した		運輸収入が堅調で売上高が前年同期より増えたが、原油高による動力費の増加などで経常利益は減少した
0	 　情報システム構築のモジュレは二十九日、二〇〇六年十一月中間期の単独経常利益が前年同期比三一％減の二千万円になりそうだと発表した		東京電力を除いた電力大手９社の１１年９月中間連結決算が３１日、出そろった
0	 　情報システム構築のモジュレは二十九日、二〇〇六年十一月中間期の単独経常利益が前年同期比三一％減の二千万円になりそうだと発表した		製薬大手４社は、海外での販売増などで武田薬品工業など３社が増収を確保した
0	 　西武の松坂大輔投手と契約交渉を進めているレッドソックスのラリー・ルキーノ社長兼最高経営責任者（６１）が来日し、二十八日東京都内で会見した		（日米通算１５０勝は）通過点だけど大きな節目だった
4	 　在京民放キー局五社と広告大手四社が設立したインターネット動画配信サービス会社、プレゼントキャスト（東京・港、石川豊社長）は十二月、本サービスを始める		米有料動画配信会社「ネットフリックス」が１日、日本でのサービスを始めた
3	 　在京民放キー局五社と広告大手四社が設立したインターネット動画配信サービス会社、プレゼントキャスト（東京・港、石川豊社長）は十二月、本サービスを始める		テレビをブロードバンド（高速大容量）回線につなぎ、映画などの動画を見られるようにする新サービスが９月に始まる
3	 　任天堂が十九日に北・南米市場で発売した新型ゲーム機「Ｗｉｉ（ウィー）」の販売台数が、発売後八日間で六十万台以上になったと二十八日までに発表した		任天堂は１３日、据え置き型ゲーム機「ＷｉｉＵ（ウィーユー）」を１２月８日に国内で発売すると発表した
0	 　私学共済が積立金で大学に融資するなど各年金は独自の運用を進めており、運用の一元化はすぐには難しい		政府は２日、会社員の厚生年金と公務員らの共済年金の一元化問題で、UNKの統合を見送る方針を固めた
0	 　みずほコーポレート銀行は日産自動車の中国合弁企業「東風汽車公司」に対し、日中の金融機関が参加する人民元建ての協調融資をまとめた		参院財政金融委員会は２１日、みずほ銀行が暴力団員らへの融資を放置していた問題について集中審議を行った
0	 　厚生労働省は失業手当などの原資となる雇用保険の保険料率を二〇〇七年度、現行の一・六％から一・二％を軸に引き下げる方向で検討に入った		厚生労働省は１１日、０６年度診療報酬改定方針を中央社会保険医療協議会（中医協）に示した
0	 　厚生労働省は失業手当などの原資となる雇用保険の保険料率を二〇〇七年度、現行の一・六％から一・二％を軸に引き下げる方向で検討に入った		政府・与党は２９日、景気悪化や金融危機に対応した「追加経済対策」の最終案をまとめた
2	 　中国残留孤児の肉親捜しで厚生労働省は二十八日、一時帰国中の張盛華さん（推定６１）が、「姉」と名乗り出た神奈川県の女性と対面調査すると発表した		中国残留孤児訴訟の原告・弁護団代表１５人が５日午前、首相官邸で福田康夫首相と面会した
1	 　出光興産、コスモ石油など日本企業四社は二十八日、カタールで建設中の製油所へ資本参加すると発表した		コスモ石油が中東のアブダビ首長国政府系投資会社、UNKから９００億円の出資を受け入れることになった
1	 　ＮＴＴドコモは二十七日、角川グループホールディングス（ＧＨＤ）に出資し、携帯電話向け映像コンテンツの製作や配信で業務提携すると発表した		ＮＴＴドコモは２８日、ローソンの発行済み株式２％を４月に９０億円で取得すると発表した
1	 　自民党税制調査会（津島雄二会長）は二十七日、党本部で総会を開き、二〇〇七年度税制改正大綱の決定に向けた議論を本格化した		財政再建の推進論者だった与謝野馨氏が７日、自民党税制調査会の会長を辞任した
0	 　▼「日本経済は改善」　福井総裁は「デフレスパイラルの危機は去り、日本経済は数年前とは見違えるように改善している」と指摘		日銀の次期総裁に黒田東彦（はるひこ）・アジア開発銀行総裁の就任が決まった
0	 　▼「日本経済は改善」　福井総裁は「デフレスパイラルの危機は去り、日本経済は数年前とは見違えるように改善している」と指摘		日銀は２１日の政策委員会・金融政策決定会合で、追加利上げを８対１の賛成多数で決めた
3	 　内閣府は二十七日、地方自治体が犯罪被害者の支援で果たす役割などをテーマにしたシンポジウムとして「犯罪被害者週間」国民のつどい中央大会を東京都内で開いた		日米韓の対北朝鮮ラジオ放送に取り組む官民の関係者を集めたシンポジウムが１３日、東京都内で開かれた
0	 　政府が規制緩和の一環として近年導入した教育制度は、保護者への浸透度が軒並み低いことが、内閣府が二十七日に公表した保護者アンケートでわかった		文部科学省は、保護者や地域住民が積極的に学校運営に参加する新たな制度の検討を始めた
0	 　特許庁が健康保険と厚生年金に本来加入させるべき非常勤職員を加入させていないことがと分かった		厚生労働省は、６９歳までしか加入できない厚生年金の年齢制限を撤廃する方向で検討に入った
0	 　第２エンド、スキップ（司令塔）目黒の好ショットで一気に４点を奪ったのが号砲だった		大リーグのイチロー選手、女子レスリングの浜口京子選手、女子ゴルフの宮里藍、横峯さくら両選手
1	 　二十六日午後三時四十五分ごろ、高知県土佐清水市で突風が吹き、民家やホテルなど約十棟の窓ガラスが割れたり、屋根が飛んだりする被害が出た		前線の停滞に伴う雨は３０日午前には小康状態となり、関東地方では晴れ間ものぞいた
1	 　安倍晋三首相は二十四日、首相官邸で開いた経済財政諮問会議の席上、来年度予算編成の焦点の一つである新規国債発行額について、今年度より大幅に減額するよう指示した		安倍晋三首相は１４日、尾身幸次財務相に０６年度補正予算の作成を指示した
0	 　安倍晋三首相は二十四日、首相官邸で開いた経済財政諮問会議の席上、来年度予算編成の焦点の一つである新規国債発行額について、今年度より大幅に減額するよう指示した		０９年度当初予算の大枠となる概算要求基準（シーリング）の取りまとめ作業が本格化している
0	 　ジャスダック、テレウェイヴ株を日々公表銘柄に指定　二十七日から		ジャスダック証券取引所は２５日、新興市場の活性化を目指す行動計画案を発表した
1	 　ホッカンホールディングスが二十四日発表した二〇〇六年九月中間期の連結営業利益は前年同期比一〇％減の二十五億円だった		大手自動車メーカー７社の１１年９月中間連結決算が８日、出そろった
2	 　中国残留孤児の肉親捜しで厚生労働省は二十四日、一時帰国中の馮秀枝さん（推定６０）が「弟」と名乗り出た熊本の男性と対面調査すると発表した		中国残留孤児訴訟の原告・弁護団代表１５人が５日午前、首相官邸で福田康夫首相と面会した
0	 　富士フイルムホールディングスは液晶テレビの基幹部材である偏光板用保護フィルムの新工場を神奈川県南足柄市に新設する		シャープは３１日、４０型以上の大画面液晶テレビ３モデルを１０月に世界同時発売すると発表した
0	 　花王は紙おむつなど紙製品のトラック輸送で、パレットを使わずに段ボールをばら積みする新方式を本格導入する		資生堂と花王は２５日、それぞれトップが会見し、新ブランド投入など経営戦略を発表した
0	 　政府は、来年度税制改正で個人投資家によるベンチャー企業への投資を後押しする税制優遇措置を拡充する方向で検討に入った		自動車メーカー各社がインドネシアで相次ぎ新工場を建設するなど、同国向け投資を強化している
1	 　大手証券各社が個人などの保有する有価証券を担保に資金を貸し出す証券担保ローンの顧客拡大策に取り組み始めた		三井住友フィナンシャルグループ（ＦＧ）が米シティグループ傘下の日興コーディアル証券と日興シティグループ証券の大半の事業を買収することで基本合意した
1	 　金融庁は貸金業法改正論議で焦点のひとつになった多重債務者対策の一環として、債務者のカウンセリング体制を拡充する検討に入った		多重債務問題解決に役立てようと、金融庁は自治体の相談員向けＤＶＤ（デジタル多用途ディスク）を作成した
1	 　■ＮＴＴ持ち株会社とＮＴＴ東西地域会社　次世代ネットワーク（ＮＧＮ）の商用実験を十二月二十日に始める		ＮＴＴ東日本と西日本は、固定電話から携帯電話への通話料金を値下げする方針を固めた
0	 　大田弘子経済財政担当相は二十二日、十一月の月例経済報告を関係閣僚会議に提出した		戦後最長の景気と言われても、どこの国の話かとけげんな顔と顔
0	 　日銀は二十二日、短期金融市場に即日で四千億円を供給する本店共通担保資金供給オペを実施した		日銀の次期総裁に黒田東彦（はるひこ）・アジア開発銀行総裁の就任が決まった
3	 　ニチイ学館は二十二日、二〇〇七年三月期の連結経常利益が前期比五九％減の二十一億円になる見通しだと発表した		パナソニック（旧松下電器産業）は２７日、０９年３月期の連結業績見通しを下方修正すると発表した
0	 　【パリ＝野見山祐史】経済協力開発機構（ＯＥＣＤ）は二十、二十一の両日、日米欧の景気や構造問題を話し合う経済政策委員会を開いた		日銀は１４日の政策委員会・金融政策決定会合で、ゼロ金利政策の解除を全員一致で決めた
0	 　【パリ＝野見山祐史】経済協力開発機構（ＯＥＣＤ）は二十、二十一の両日、日米欧の景気や構造問題を話し合う経済政策委員会を開いた		日銀の量的緩和政策の解除が近づく中、市場では解除後の金融政策に注目が移り始めている
0	 　【パリ＝野見山祐史】経済協力開発機構（ＯＥＣＤ）は二十、二十一の両日、日米欧の景気や構造問題を話し合う経済政策委員会を開いた		内閣府経済社会総合研究所は最新の経済モデルを使い、増減税や利上げをした場合の日本経済への影響を試算した
1	 　証券取引等監視委員会は二十二日、大和証券で証券取引法に違反する行為があったとして金融庁に行政処分を発動するよう勧告する方針を固めた		三菱ＵＦＪ証券の元部長代理が顧客情報を名簿業者に売却していたことが証券業界に波紋を広げている
0	 　証券取引等監視委員会は二十二日、大和証券で証券取引法に違反する行為があったとして金融庁に行政処分を発動するよう勧告する方針を固めた		日本経済新聞社のUNK専務（広報担当）は「深くおわびしたい
0	 　証券取引等監視委員会は二十二日、大和証券で証券取引法に違反する行為があったとして金融庁に行政処分を発動するよう勧告する方針を固めた		日本証券業協会は２０日、インサイダー取引の防止策案を発表した
1	 　三菱ケミカルホールディングスは炭素繊維などの化学機能商品の生産を拡大する		三菱ケミカルホールディングスは７日、子会社の三菱レイヨンと三菱樹脂が別々に手掛けてきた炭素繊維事業を統合すると発表した
0	 　電子情報技術産業協会（ＪＥＩＴＡ）が二十一日発表した十月の民生用電子機器の国内出荷実績は前年同月比九・二％増の二千二百五十億円だった		ＮＥＣと三洋電機を除く電機大手８社の０６年中間連結決算が３１日、出そろった
0	 　三井物産はアフリカ南西部のナミビアで、石油・天然ガス鉱区の権益一五％をオーストラリアの資源大手ＢＨＰビリトンから取得した		１日に就任した三井物産の飯島UNK新社長＝写真＝は、毎日新聞の取材に応じた
5	 　番号を変えずに携帯電話会社を換えられる番号継続制度が十月二十四日に始まってまもなく一カ月		携帯電話の番号継続（ポータビリティー）制が１０月２４日に導入されて１カ月
0	 　森ビルは二十日、約四十億円を投じて中国・上海に全額出資の現地法人二社を設立したと発表した		東京証券取引所に上場する３月期決算企業の中間決算発表が３０日、ピークを迎えた
0	 　日本製紙グループ本社が他社との資本・業務提携を加速させている		米ゼネラル・モーターズ（ＧＭ）と、仏プジョー・シトロエン・グループ（ＰＳＡ）の両自動車大手が提携協議を始めた
1	 　大手銀行は二十日の二〇〇六年九月中間期の決算発表で、相次いで今期の配当を増やすと発表した		大手銀行４グループの１１年４〜６月期連結決算が２９日、発表された
1	 　大手銀行は二十日の二〇〇六年九月中間期の決算発表で、相次いで今期の配当を増やすと発表した		三菱ＵＦＪ信託銀行は１日、中国での企業年金ビジネスに本格参入する方針を明らかにした
0	 　大手銀行は二十日の二〇〇六年九月中間期の決算発表で、相次いで今期の配当を増やすと発表した		三菱ＵＦＪ信託銀行は１４日、米シティグループ傘下のUNKの買収を見送ると発表した
0	 　大手銀行は二十日の二〇〇六年九月中間期の決算発表で、相次いで今期の配当を増やすと発表した		三菱ＵＦＪ信託銀行は２１日、個人投資家向けの劣後債を６月に初めて発行すると発表した
0	 　大手銀行は二十日の二〇〇六年九月中間期の決算発表で、相次いで今期の配当を増やすと発表した		三菱ＵＦＪ信託銀行は７日、中国の資産運用会社に資本参加し、投資信託の運用事業に参入すると発表した
1	 　二十日の金融市場で、一部の短期金利が低下した		日銀の追加利上げを受け、三菱東京ＵＦＪ銀行、みずほ銀行など大手６行は２３日、定期預金の金利引き上げを発表した
2	 　セイコーインスツル（ＳＩＩ）は十六日付で代表取締役会長兼社長代行を解任された創業家出身の服部純市取締役（５５）が、取締役を辞任したと二十日発表した		セイコーホールディングスは１１日、村野晃一取締役が１０日付で辞任した、と発表した
0	 　東京金融先物取引所は来年二月をめどに翌日物金利の先物取引を新設する方針を固めた		日銀の追加利上げを受け、三菱東京ＵＦＪ銀行、みずほ銀行など大手６行は２３日、定期預金の金利引き上げを発表した
0	 　政府は二十日午前、一九七七年に鳥取県米子市で行方不明になった松本京子さん（失跡当時２９）を、北朝鮮による拉致被害者と認定した		飯島勲内閣官房参与は１８日、４日間の北朝鮮訪問を終え、経由地の中国・北京から羽田空港に帰国した
0	 　ラジオ大手の文化放送はインターネットでの動画配信事業に参入する		テレビをブロードバンド（高速大容量）回線につなぎ、映画などの動画を見られるようにする新サービスが９月に始まる
2	 　ラジオ大手の文化放送はインターネットでの動画配信事業に参入する		ソニーは５月、高精細のデジタル映像を上演する映画館を対象にした映像配信事業に参入する
0	 　製紙業界二位の日本製紙グループ本社と四位のレンゴーの資本・業務提携を巡り、住友商事も日本製紙と株式を持ち合うことが十九日明らかになった		伊藤忠商事と住友商事は１９日、米国で世界最大級の風力発電事業に出資した、と発表した
0	 　米系大手証券のモルガン・スタンレー証券は八十二銀行など地方銀行約二十行と組み、住宅ローン事業に参入する		６０歳以上の人を対象にした「サービス付き高齢者向け住宅」（サ高住）に新規参入する大手不動産会社や住宅メーカーが増えている
0	 　有料化にあたり、協会は会場を長野・軽井沢から都内のダイドードリンコアイスアリーナ（旧東伏見アイスアリーナ）に変更した		第２３回UNK（女子の部）が８日、青森市スポーツ会館で開幕した
0	 　有料化にあたり、協会は会場を長野・軽井沢から都内のダイドードリンコアイスアリーナ（旧東伏見アイスアリーナ）に変更した		社会人野球の第３２回全日本クラブ野球選手権（日本野球連盟、毎日新聞社主催）が７日、埼玉県所沢市のグッドウィルドームで開幕
3	 　製紙業界二位の日本製紙グループ本社と四位のレンゴーは資本・業務提携する方針を固めた		大王製紙と北越製紙は２５日、資本・業務提携契約を正式に結んだ
1	 　製紙業界二位の日本製紙グループ本社と四位のレンゴーは資本・業務提携する方針を固めた		製紙最大手の王子製紙と２位の日本製紙グループ本社が２８日、０８年３月期連結決算を発表した
1	 　液化天然ガス（ＬＮＧ）の大口購入者である日本の電力・都市ガス会社はインドネシアからの輸入減少をにらみ、オーストラリアやロシアなどに調達先のシフトを急いでいる		経済産業省は１２日、ガス小売りの全面自由化を柱とするガスシステム改革の議論を始めた
0	 　液化天然ガス（ＬＮＧ）の大口購入者である日本の電力・都市ガス会社はインドネシアからの輸入減少をにらみ、オーストラリアやロシアなどに調達先のシフトを急いでいる		世界的な穀物の高騰を受けて、世界各国で輸出規制の動きが広がっている
0	 　デジタル家電や半導体に使われるデジタル素材の世界市場は、関連する部材も含めると十兆円近いとみられる		松下電器産業、日立製作所、パイオニアの国内プラズマテレビメーカー３社が、０６年度の世界出荷計画を相次いで下方修正した
0	 　民間調査機関による二〇〇六年度と〇七年度の経済見通しが十七日まとまった		日本経済の景気後退局面入りを受けて、主要な民間シンクタンクが０８年度経済見通しを相次ぎ下方修正している
1	 　パートが厚生年金に加入すると、生涯で受け取る年金額は増え、保険料負担と受給の収支も改善する——		厚生労働省は、６９歳までしか加入できない厚生年金の年齢制限を撤廃する方向で検討に入った
1	 　厚生労働省は、パート社員の厚生年金の適用範囲を現在の週三十時間（正社員の四分の三）以上から同二十時間以上に広げる案を軸に見直す作業に入った		厚生労働省は、６９歳までしか加入できない厚生年金の年齢制限を撤廃する方向で検討に入った
0	 　証券取引所の要請による現行の四半期開示は会計・監査基準がなく、開示内容は企業によりまちまち		生命保険各社は０９年３月期から四半期（３カ月）ごとの決算発表を行う方針を固めた
2	 　エイベックス・グループ・ホールディングスが十七日発表した二〇〇六年九月中間連結決算は、営業利益が前年同期比七八％減の四億円となった		大手自動車メーカー７社の１１年９月中間連結決算が８日、出そろった
0	 　エイベックス・グループ・ホールディングスが十七日発表した二〇〇六年九月中間連結決算は、営業利益が前年同期比七八％減の四億円となった		日銀は１４日、１２月の企業短期経済観測調査（短観）を発表した
0	 　マツモトキヨシが十七日発表した二〇〇六年九月中間連結決算は、経常利益が前年同期比八％減の六十四億円だった		運輸収入が堅調で売上高が前年同期より増えたが、原油高による動力費の増加などで経常利益は減少した
2	 　マツモトキヨシが十七日発表した二〇〇六年九月中間連結決算は、経常利益が前年同期比八％減の六十四億円だった		イオンとセブン＆アイ・ホールディングスの０９年８月中間連結決算が６日、出そろった
2	 　マツモトキヨシが十七日発表した二〇〇六年九月中間連結決算は、経常利益が前年同期比八％減の六十四億円だった		東京電力を除いた電力大手９社の１１年９月中間連結決算が３１日、出そろった
2	 　マツモトキヨシが十七日発表した二〇〇六年九月中間連結決算は、経常利益が前年同期比八％減の六十四億円だった		大手自動車メーカー７社の１１年９月中間連結決算が８日、出そろった
2	 　マツモトキヨシが十七日発表した二〇〇六年九月中間連結決算は、経常利益が前年同期比八％減の六十四億円だった		総合化学大手５社の１２年９月中間連結決算が１日、出そろった
0	 　マツモトキヨシが十七日発表した二〇〇六年九月中間連結決算は、経常利益が前年同期比八％減の六十四億円だった		製薬大手４社は、海外での販売増などで武田薬品工業など３社が増収を確保した
3	 　【デトロイト＝武類雅典】日産自動車のカルロス・ゴーン社長（仏ルノー社長兼務）は十六日、他社との協力も視野に北米の生産能力を拡大する考えを明らかにした		日産自動車のカルロス・ゴーン社長は１８日、毎日新聞社などのインタビューに応じた
2	 　安倍晋三首相が今国会で最重視する教育基本法改正案は十七日午前、参院での審議に入った		政府は２８日午前、教育基本法改正案を閣議決定した
4	 　安倍晋三首相が今国会で最重視する教育基本法改正案は十七日午前、参院での審議に入った		教育基本法改正案は１６日午後の衆院本会議で、自民、公明の与党両党などの賛成多数で可決された
